Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,isol_growth_condt,STRAIN,num_replicons,ref_biomaterial,host_subject_id,Source_material_ID,Cultivar,Ecotype,isolate
SRR9274762,WGS,263,156003064,PRJNA544527,SAMN11847278,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",72229901,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044775,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0016_f3,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0016_f3,SRP200548,missing,BIOML-A110,missing,missing,,,,,
SRR9274763,WGS,237,1256930873,PRJNA544527,SAMN11847277,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",559956119,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044774,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0016_e4,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0016_e4,SRP200548,missing,BIOML-A109,missing,missing,,,,,
SRR9274764,WGS,225,447175065,PRJNA544527,SAMN11847280,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",194172533,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044773,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0018_e1,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,bj_0095_0018_e1,SRP200548,missing,BIOML-A112,missing,missing,,,,,
SRR9274765,WGS,258,306992976,PRJNA544527,SAMN11847279,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",135920991,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044772,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0018_c2,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,bj_0095_0018_c2,SRP200548,missing,BIOML-A111,missing,missing,,,,,
SRR9274766,WGS,274,783677387,PRJNA544527,SAMN11847864,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",321410696,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044771,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0052_d6,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,bj_0095_0052_d6,SRP200548,missing,BIOML-A198,missing,missing,,,,,
SRR9274767,WGS,245,286085505,PRJNA544527,SAMN11847336,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",120669571,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044770,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0058_c1,PAIRED,RANDOM,GENOMIC,Bacteroides xylanisolvens,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0058_c1,SRP200548,missing,BIOML-A27,missing,missing,,,,,
SRR9274768,WGS,283,219035336,PRJNA544527,SAMN11847863,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",91568532,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044769,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0052_d3,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,bj_0095_0052_d3,SRP200548,missing,BIOML-A197,missing,missing,,,,,
SRR9274769,WGS,261,669146087,PRJNA544527,SAMN11847574,"MIGS/MIMS/MIMARKS.human-gut,MIGS.ba",299374691,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044768,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0068_b7,PAIRED,RANDOM,GENOMIC,Bifidobacterium adolescentis,ILLUMINA,2019-07-31T00:00:00Z,bj_0095_0068_b7,SRP200548,missing,BIOML-A190,missing,missing,,,,,
SRR9274770,WGS,145,286455749,PRJNA544527,SAMN11847125,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",117769728,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-19,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044767,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bq_0049_0032_b11,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bq_0049_0032_b11,SRP200548,missing,BIOML-A49,missing,missing,,,,,
SRR9274771,WGS,143,261871967,PRJNA544527,SAMN11847126,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",109761725,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-19,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044766,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bq_0049_0032_b12,PAIRED,RANDOM,GENOMIC,Bacteroides uniformis,ILLUMINA,2019-07-31T00:00:00Z,bq_0049_0032_b12,SRP200548,missing,BIOML-A50,missing,missing,,,,,
SRR9274772,WGS,273,1166521078,PRJNA544527,SAMN11847205,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",484629435,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044765,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_g8,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_g8,SRP200548,missing,BIOML-A37,missing,missing,,,,,
SRR9274773,WGS,278,1267494866,PRJNA544527,SAMN11847206,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",524093836,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044764,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_g9,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_g9,SRP200548,missing,BIOML-A38,missing,missing,,,,,
SRR9274774,WGS,283,526142489,PRJNA544527,SAMN11847573,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",226063327,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044763,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0052_a5,PAIRED,RANDOM,GENOMIC,Bifidobacterium adolescentis,ILLUMINA,2019-07-31T00:00:00Z,bj_0095_0052_a5,SRP200548,missing,BIOML-A189,missing,missing,,,,,
SRR9274775,WGS,282,810994016,PRJNA544527,SAMN11847201,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",343412033,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044762,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_f10,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_f10,SRP200548,missing,BIOML-A33,missing,missing,,,,,
SRR9274776,WGS,278,59080170,PRJNA544527,SAMN11847202,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",24854622,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044761,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_f7,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_f7,SRP200548,missing,BIOML-A34,missing,missing,,,,,
SRR9274777,WGS,280,903271994,PRJNA544527,SAMN11847203,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",379067561,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044760,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_f8,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_f8,SRP200548,missing,BIOML-A35,missing,missing,,,,,
SRR9274778,WGS,278,736938243,PRJNA544527,SAMN11847204,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",309118570,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044759,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_g6,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_g6,SRP200548,missing,BIOML-A36,missing,missing,,,,,
SRR9274779,WGS,279,968979857,PRJNA544527,SAMN11847197,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",405829045,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044758,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_c9,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_c9,SRP200548,missing,BIOML-A29,missing,missing,,,,,
SRR9274780,WGS,275,698283664,PRJNA544527,SAMN11847198,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",298183954,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044757,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_d7,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_d7,SRP200548,missing,BIOML-A30,missing,missing,,,,,
SRR9274781,WGS,275,1031567845,PRJNA544527,SAMN11847199,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",431293759,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044756,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_e6,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_e6,SRP200548,missing,BIOML-A31,missing,missing,,,,,
SRR9274782,WGS,277,1120483771,PRJNA544527,SAMN11847200,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",470238605,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044755,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0085_e8,PAIRED,RANDOM,GENOMIC,Phocaeicola vulgatus,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0085_e8,SRP200548,missing,BIOML-A32,missing,missing,,,,,
SRR9274783,WGS,250,1053893029,PRJNA544527,SAMN11847696,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",500301546,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044754,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0073_e2,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0073_e2,SRP200548,missing,BIOML-A30,missing,missing,,,,,
SRR9274784,WGS,260,566161985,PRJNA544527,SAMN11848001,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",260975337,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044753,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_e8,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_e8,SRP200548,missing,BIOML-A335,missing,missing,,,,,
SRR9274785,WGS,259,218878785,PRJNA544527,SAMN11848002,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",103205312,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044752,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_f9,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_f9,SRP200548,missing,BIOML-A336,missing,missing,,,,,
SRR9274786,WGS,248,436038421,PRJNA544527,SAMN11847327,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",182464678,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044751,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0058_a2,PAIRED,RANDOM,GENOMIC,Bacteroides xylanisolvens,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0058_a2,SRP200548,missing,BIOML-A18,missing,missing,,,,,
SRR9274787,WGS,278,237598852,PRJNA544527,SAMN11847974,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",97567341,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044750,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_c5,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0046_c5,SRP200548,missing,BIOML-A308,missing,missing,,,,,
SRR9274788,WGS,256,138888760,PRJNA544527,SAMN11848003,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",66324371,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044749,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_g10,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_g10,SRP200548,missing,BIOML-A337,missing,missing,,,,,
SRR9274789,WGS,254,363032822,PRJNA544527,SAMN11847328,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",154737301,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044748,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0058_a4,PAIRED,RANDOM,GENOMIC,Bacteroides xylanisolvens,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0058_a4,SRP200548,missing,BIOML-A19,missing,missing,,,,,
SRR9274790,WGS,259,170232138,PRJNA544527,SAMN11847768,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",81857713,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-09-05,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044747,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0111_0076_h3,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,am_0111_0076_h3,SRP200548,missing,BIOML-A102,missing,missing,,,,,
SRR9274791,WGS,245,47955078,PRJNA544527,SAMN11847691,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",23616952,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044746,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0073_d2,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0073_d2,SRP200548,missing,BIOML-A25,missing,missing,,,,,
SRR9274792,WGS,259,209616206,PRJNA544527,SAMN11848004,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",99162312,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044745,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_g12,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_g12,SRP200548,missing,BIOML-A338,missing,missing,,,,,
SRR9274793,WGS,242,276324732,PRJNA544527,SAMN11847692,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",132623121,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044744,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0073_d3,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0073_d3,SRP200548,missing,BIOML-A26,missing,missing,,,,,
SRR9274794,WGS,262,257927011,PRJNA544527,SAMN11847997,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",118918185,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044743,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_d11,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_d11,SRP200548,missing,BIOML-A331,missing,missing,,,,,
SRR9274795,WGS,242,272012011,PRJNA544527,SAMN11847693,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",130775322,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044742,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0073_d4,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0073_d4,SRP200548,missing,BIOML-A27,missing,missing,,,,,
SRR9274796,WGS,262,301519647,PRJNA544527,SAMN11847998,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",140377770,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044741,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_d12,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_d12,SRP200548,missing,BIOML-A332,missing,missing,,,,,
SRR9274797,WGS,252,120739356,PRJNA544527,SAMN11847694,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",58567125,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044740,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0073_d5,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0073_d5,SRP200548,missing,BIOML-A28,missing,missing,,,,,
SRR9274798,WGS,264,367213560,PRJNA544527,SAMN11847999,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",168547172,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044739,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_e12,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_e12,SRP200548,missing,BIOML-A333,missing,missing,,,,,
SRR9274799,WGS,278,668501464,PRJNA544527,SAMN11847576,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",280821244,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-23,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044738,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bk_0021_0045_a3,PAIRED,RANDOM,GENOMIC,Bifidobacterium adolescentis,ILLUMINA,2019-07-31T00:00:00Z,bk_0021_0045_a3,SRP200548,missing,BIOML-A192,missing,missing,,,,,
SRR9274800,WGS,258,556697915,PRJNA544527,SAMN11848000,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",258835570,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX6044737,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_e7,PAIRED,RANDOM,GENOMIC,Bifidobacterium longum,ILLUMINA,2019-07-31T00:00:00Z,av_0103_0069_e7,SRP200548,missing,BIOML-A334,missing,missing,,,,,
